Timestamp,Age,Gender ,Have you heard about Artificial Intelligence (AI) being used in education? ,"Have you ever used any AI-based tool for your learning? (ChatGPT, Grammarly, Duolingo, recommendation systems in online courses) ","If yes, which AI tools have you used for learning purposes? (Multiple choice)",Do you believe AI can personalize your learning experience? ,Have you received personalized feedback or recommendations from an AI tool that helped improve your learning?,Do you think AI helps in improving student engagement and motivation?,What are the biggest challenges you see in using AI for personalized learning? (Multiple choice),Would you recommend the integration of AI tools in your university’s teaching and learning methods?,What features do you think would make AI easier to use?
8/6/2025 1:15:08,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 1:15:30,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 1:16:01,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
8/6/2025 1:16:24,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
8/6/2025 1:16:48,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 1:17:18,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 1:17:39,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:18:16,20+,Female,Yes,Yes,"ChatGPT, Gemini, Deepseek",Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 1:18:38,20+,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Emotion Sensing"
8/6/2025 1:19:04,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Deepseek, Other",Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 1:19:30,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 1:19:58,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 1:20:20,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:20:47,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:21:08,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Emotion Sensing"
8/6/2025 1:21:30,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 1:21:55,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 1:22:26,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:22:48,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:23:09,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:23:48,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:24:21,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:24:58,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:25:20,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:25:58,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:26:32,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 1:27:01,20+,Female,Yes,Yes,ChatGPT,Disagree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 1:28:18,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:28:45,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
8/6/2025 1:29:13,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
8/6/2025 1:29:37,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 1:30:00,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:30:28,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:30:50,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 1:31:12,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities"
8/6/2025 1:31:32,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data"
8/6/2025 1:32:14,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
8/6/2025 1:32:56,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/6/2025 1:33:38,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 1:34:19,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 1:34:42,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs"
8/6/2025 1:35:26,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 1:35:48,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/6/2025 5:49:37,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:50:02,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 5:52:00,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:52:23,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:53:01,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:53:24,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 5:53:51,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:54:15,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 5:54:49,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:55:13,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 5:56:14,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:56:38,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 5:57:08,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:57:35,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 5:58:42,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 5:59:06,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 5:59:37,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:00:15,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:01:11,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:01:42,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:02:10,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:02:39,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:05:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:06:10,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:06:35,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:06:59,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:07:24,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:07:50,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:08:22,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:08:47,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:09:15,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:10:07,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:10:30,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:10:57,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:11:25,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:12:20,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:12:48,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:13:23,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 6:13:57,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 6:14:32,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
